0.1,1.5,0.6,0.2,0.3,0.95,0.1,1.9,0,13.429,0.52381,0.047619,0,0,0.28571,0,0,0
0,1,0,0,2,1,0,6,0,36.3,2.45,1.7,1,0.35,0.55,0.05,0,0
0.2,3.6,0,0.1,1.1,3.05,1,0.95,0,31.85,7.1,0.75,0.1,0.8,0.1,0,0,0
0.55,3.4,0,1,1.95,3.7,1.35,0.85,0,47.667,1.381,0.61905,1.9048,1,0.52381,0,0,0
1.6667,3.4762,0.095238,1.2857,0.61905,2,0.47619,2.2381,0,37.049,4.6098,0.2439,1.0976,0.5122,0.14634,0.04878,0,0
4.65,8.05,1.7,1.15,0.9,5.5,1.5,2.65,0,42.881,10.214,0.40476,0.64286,1.5,0.071429,0.071429,0.02381,0
5.3902,6.0488,0.70732,1.0488,1.6585,5.7317,1.5854,1.9024,0,60.229,14.325,0.50602,0.93976,0.86747,0.084337,0.048193,0.012048,0
5.8889,3.6984,0.5873,0.74603,0.96825,4.254,1.4127,2.3968,0,71.279,20.23,0.45902,0.96721,1,0.42623,0.032787,0.016393,0
4.3735,3.2289,0.66265,0.3253,1.0602,2.4699,0.98795,2.2169,0,157.7,10.643,1.1548,2.9405,1.1071,0.54762,0.059524,0.059524,0
7.2295,3.1803,0.78689,0.42623,1.2295,2.3934,0.80328,1.9344,0,253.13,8.8072,1.4699,2.0482,2.6988,0.33735,0.14458,0.13253,0
4.6071,3.1071,0.71429,0.5119,1.0357,2.0714,0.80952,1.4762,0,238.7,7.918,2.3934,2.4918,2.6393,0.65574,0.2459,0.19672,0
8.2881,3.3559,0.91525,0.33898,0.57627,1.9492,0.66102,0.66102,0,122.71,3.8171,1.1463,1.4634,1.4756,0.31707,0.15854,0.073171,0
4.2,2.4833,0.43333,0.45,0.53333,1.9167,0.61667,1.4,0,95.069,2.3621,1.2586,0.98276,1.1034,0.18966,0.051724,0.068966,0
3.5862,2.8276,0.65517,0.41379,0.51724,1.5862,0.5,0.77586,0,101.42,2.7667,0.61667,1.1333,0.9,0.2,0.066667,0.016667,0
4.5714,3.1786,0.91071,0.35714,0.42857,1.5714,0.39286,1.0357,0,88.268,1.4643,0.91071,1.5179,0.92857,0.26786,0.017857,0.053571,0
3.8701,5.5195,2.1558,0.84416,0.85714,2.2078,0.46753,1.3506,0,90.107,2.6964,0.60714,1.0714,0.875,0.32143,0.17857,0.035714,0
2.3273,4.3091,2.6909,0.47273,1,2.0364,0.69091,1.3091,0,111.32,1.9649,0.96491,3.2632,0.84211,0.45614,0.17544,0.017544,0
7.6333,7.0667,8.9333,0.93333,0.85,2.8833,0.31667,1.0833,0,132.36,4.3898,1.1186,1.2712,2.1864,0.45763,0.18644,0.11864,0
6.8033,14.377,9.918,1.541,1.2623,2.377,0.55738,2.1311,0,112.22,2.961,1.6494,3.1299,2.4156,0.54545,0.20779,0.090909,0
6.0333,35.85,9.35,7.4667,1.2333,1.9667,0.48333,1.7167,0,54.233,2.6833,0.51667,0.65,1.1167,1.2167,0.1,0.1,0
4.7931,18.466,7.931,4.7069,1.6034,2.569,0.46552,2.0172,0,44.413,2.6984,0.77778,0.7619,1.3651,0.38095,0.1746,0.063492,0
2.8197,11.607,9.5738,3.0492,1.3115,3.5246,0.44262,2.918,0,46.629,1.5484,0.40323,0.70968,1.1935,0.16129,0.048387,0.048387,0
5.4458,13.313,8.2771,1.253,1.7952,3.3614,0.61446,6.1205,0,46.079,1.254,0.33333,0.96825,1.3333,0.36508,0.11111,0,0
7.7619,22.556,10.873,1.3968,2.0635,3.3492,0.55556,4.127,0,39.355,1.1935,0.33871,0.53226,1.1129,0.29032,0.048387,0.016129,0
7.4444,19.238,15.714,1.4762,2.5397,5.5714,0.57143,4.6508,0,55.661,1.2903,0.5,1.0484,1.2097,0.35484,0.19355,0.064516,0
4.0476,20.016,19.19,1.6984,2,4.6349,0.47619,5.6667,0,74.31,2.0952,0.5,1.0357,1.3929,0.41667,0.20238,0.083333,0
8.6667,33.349,21.079,3.0159,1.7143,4.3333,0.5873,5.1587,0,94.889,1.8413,1.2857,1.5873,2.5079,1.0159,0.38095,0.047619,0
10.492,71.667,25.079,8.2222,2.0952,3.4921,0.57143,4.5873,0,77.143,1.6508,1.3651,1.5873,2.0159,1.9841,0.30159,0.031746,0
7.7937,33.079,22.19,6.8571,2.6984,4.127,0.71429,6.1429,0,51.597,1.1774,1.0806,1.1452,2.2581,0.74194,0.12903,0.016129,0
5.7976,18.655,20.143,2.3333,2.1667,5.2738,0.57143,4.9167,0,38.794,0.73016,0.5873,0.63492,0.98413,0.2381,0.1746,0.11111,0
6.4677,20.629,15.871,1.0806,1.8226,3.6129,0.46774,5.8548,0,31.81,0.87302,0.44444,0.61905,1.0476,0.12698,0.095238,0.031746,0
4.6032,26.222,18.476,1.6825,2.5556,4.3492,0.57143,8.7778,0,25.016,0.55738,0.2623,0.42623,0.91803,0.21311,0.2623,0.032787,0
8.082,27.689,20.574,1.541,2.0656,5.3115,0.40984,8.2623,0,27.398,0.79518,0.31325,1.0482,0.73494,0.16867,0.12048,0.036145,0
9.35,22.2,25.35,1.55,1.8375,5.2,0.5875,6.3625,0,35.317,0.86667,0.31667,0.7,1,0.23333,0.083333,0.033333,0
9.9836,38.623,23.803,1.8525,2.8033,3.4098,0.39344,9.1803,0,47.476,1.5556,0.65079,1.8571,1.3016,0.57143,0.20635,0.015873,0
13.815,55.617,20.148,3.7407,4.3086,4.8519,0.40741,5.6667,0,32.051,1.678,0.66102,1.2712,1.1864,0.45763,0.27119,0.067797,0
21.131,52.213,29.311,7.8852,3.9344,4.1475,0.37705,3.082,0,17.494,0.95181,0.46988,0.6747,0.57831,1.1325,0.22892,0.048193,0
16.085,30.768,32.463,5.4512,5.6829,4.9756,0.2561,7.6341,0,18.581,0.83871,0.25806,0.58065,0.48387,0.43548,0.1129,0.032258,0
15.869,32.574,25.934,2.5082,6.7869,5.8033,0.40984,6.4426,0,14.524,1.0714,0.2381,0.60714,0.5119,0.32143,0.095238,0,0
15.164,41.967,25.77,3.1639,6.0492,4.9016,0.21311,4.4262,0,19.129,0.90323,0.19355,0.66129,0.59677,0.5,0.17742,0.032258,0
20.41,33.241,25.434,4.0964,6.6627,4,0.3012,5.8795,0,12.037,0.74074,0.28395,0.41975,0.64198,0.41975,0.16049,0.012346,0
27,33.063,27.524,3.3492,6.4603,5.619,0.44444,5.619,0,20.967,0.93443,0.31148,0.96721,0.77049,0.39344,0.098361,0.032787,0
30.938,41.333,29.358,3.037,6.0864,5.2222,0.5679,5.1975,0,20.084,1.2048,0.39759,0.89157,1.2771,0.81928,0.26506,0.048193,0
33.55,63.183,29.7,3.9,6.35,3.7833,0.56667,4.0333,0,17.452,1.2097,0.33871,0.66129,0.79032,2.1774,0.54839,0.064516,0
35.709,63.38,35.557,6.4937,6.6456,3.6962,0.68354,3.2278,0,12.862,0.65517,0.32759,0.65517,0.82759,1.6034,0.31034,0,0
