137.14,149.14,174.71,290.71,253.14,8,7,22,0,605.86,371.43,4,0.57143,0,0,0,0,0
137.14,149.14,174.71,290.71,253.14,8,7,22,0,605.86,371.43,4,0.57143,0,0,0,0,0
137.14,149.14,174.71,290.71,253.14,8,7,22,0,605.86,371.43,4,0.57143,0,0,0,0,0
137.14,149.14,174.71,290.71,253.14,8,7,22,0,605.86,371.43,4,0.57143,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
897.14,893,849.79,927.21,894,39,16.5,54,0,4191.1,2281.9,47,6.8571,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
2333.1,2400.7,2524.9,3272.5,3025.3,74,53,169.67,0,8707,6027.2,57,7.5714,0,0,0,0,0
