6.878,1.1951,0.073171,0.46341,0.14634,0.2439,0.29268,0.73171,0.04878
36.3,2.45,1.7,1,0.35,0.55,0.05,0,0
15.537,4.0732,0.85366,1.561,0.97561,0.097561,0,1.7805,0.097561
24.415,1.122,0.97561,2.7805,1.4634,0.7561,0,1.6585,0.26829
24.5,3.8065,0.32258,1.4032,0.54839,0.53226,0.064516,1.1774,0.56452
29.048,7.7742,0.75806,2.2097,1.3065,0.41935,0.59677,2.6129,1.5
40.315,10.218,0.8629,2.5242,1.129,0.40323,0.26613,2.0081,1.7823
35.065,11.169,0.94355,2.6371,0.98387,0.58871,0.31452,1.8871,2.9919
79.323,6.4551,1.0719,2.7066,1.0838,0.43713,0.35928,1.6347,2.1737
145.9,5.8958,1.1875,2.1944,2.0764,0.375,0.41667,1.4236,3.0625
100.42,4.1862,1.4759,2.2483,1.7103,0.57241,0.51724,1.8828,2.669
71.362,2.4965,0.94326,1.6667,1.0993,0.32624,0.47518,1.4468,3.4681
46.729,1.8729,0.9322,1.4576,0.81356,0.32203,0.24576,1.2966,2.1356
51.568,1.7881,0.55932,1.3559,0.71186,0.30508,0.35593,1.3983,1.7627
44.134,1.25,0.65179,1.5446,0.67857,0.3125,0.46429,1.6161,2.2857
44.263,2.0614,0.54386,1.5,0.83333,0.60526,1.1667,2.8947,2.2193
48.435,1.5573,0.77099,2.7252,0.93893,0.50382,1.5344,2.5573,1.3206
65.622,2.7227,0.71429,2.084,1.5126,0.69748,4.5966,3.6218,3.8487
62.616,2.5942,1.1667,2.7971,1.9058,0.98551,4.5,6.4058,3.0072
27.117,2.2,0.5,1.3083,1.175,4.3417,4.725,17.975,3.0167
23.124,2.3719,0.6281,1.6281,1.4793,2.4545,3.8926,8.8843,2.2975
23.504,2.2276,0.42276,2.1057,1.252,1.5935,4.7724,5.7805,1.3984
23.224,4.056,0.52,1.712,1.376,0.808,3.904,5.256,2.632
16.712,2.8356,0.43151,2.5342,1.7808,0.90411,6.1233,12.808,4.1918
27.608,2.984,0.536,3.328,1.88,0.92,8.016,9.728,3.752
42.463,3.6259,0.4898,2.5782,1.6531,0.96599,8.3401,8.6259,1.7347
47.444,3.5,0.93651,2.9603,2.1111,2.0159,10.73,16.698,4.3333
38.571,3.119,0.96825,2.5397,2.0556,5.1032,12.69,35.849,5.246
25.592,3.68,0.896,2.648,2.48,3.824,11.248,16.68,3.928
19.397,2.627,0.61111,2.7063,1.5159,1.3413,9.6667,10.095,2.873
16.032,3.456,0.432,2.552,1.424,0.736,9.024,8.448,3.144
10.524,4.8345,0.43448,2.6621,1.869,0.9931,10.531,15.041,2.9172
15.792,3.9583,0.35417,2.8542,1.2986,0.75,8.7847,11.75,3.4236
15.136,4.0071,0.47143,3.2714,1.4786,0.98571,14.521,12.7,5.3429
24.121,5.3065,0.52419,2.621,2.0403,1.2016,11.815,19.008,4.9113
15.891,4.1008,0.57983,3.1765,2.6807,1.958,10.21,26.261,6.7899
8.8,2.0424,0.39394,2.4182,2.3515,4.0727,13.576,27.715,9.697
9.2903,3.9516,0.28226,2.9516,3.2097,3.3226,16.782,16.306,9.1694
7.3939,4.0667,0.28485,2.9273,3.3636,1.4667,13.2,15.091,6.9697
9.6423,2.6504,0.20325,2.7642,3.3008,1.8211,12.87,20.829,7.5203
5.9451,3.3415,0.29268,2.2317,3.689,2.2805,12.951,16.829,10.329
10.315,3.3145,0.37903,3.3306,3.6613,1.8952,14.032,16.815,13.718
10.165,3.1768,0.48171,3.0305,3.6524,1.9146,14.634,20.439,15.28
8.8689,2.5984,0.45082,2.1967,3.5246,3.0246,14.885,31.107,16.5
5.4453,2.1387,0.53285,2.4088,4.1825,4.4234,20.635,36.547,20.591
12.533,1.2774,0.38686,2.0584,3.2628,1.3577,10.314,12.737,10.81
5.9913,1.2435,0.4087,2.2348,2.8174,0.83478,9.9043,16.035,7.8609
7.4074,0.85926,0.41481,1.9333,2.6519,0.81481,9.1037,14.178,6.9185
9.7922,1,0.58442,3.026,2.4935,0.97403,4.8961,8.1169,4.1299
7.8095,1.2222,0.69841,4.7143,3.5238,1.3492,13.016,22.714,6.6984
14.878,1.3171,0.80488,2.7561,1.561,0.90244,9.561,13.585,3.2927
7.4603,0.87302,0.4127,3.6508,2.4921,1.7937,12.651,19.317,4.3492
16.024,0.78571,0.52381,2.7857,1.5952,1.0952,7.4286,25.929,2.4286
10.262,0.61905,0.42857,2.1429,1.9048,1.619,7.0714,12.929,1.5476
8.2439,0.46341,0.34146,2.3415,1.2195,0.63415,9.2195,8.3902,2.1463
6.3902,0.46341,0.70732,4.3171,2.8293,0.63415,6.6829,8.561,2.0732
7.4524,0.52381,0.54762,1.8571,1.4524,0.83333,9.3571,6.881,2.0714
4.5,0.33333,0.47619,3.9048,1.7619,0.71429,6.4048,6.2619,2.2619
5.4524,0.5,0.40476,1.4286,1.0952,0.40476,5.4048,4.7143,1.3333
4.4762,0.59524,0.71429,3.2143,1.1667,0.45238,2.2857,4.7143,1.7143
4.7381,0.42857,0.11905,1.8571,0.90476,0.2381,5.3571,4.7619,1.4524
0,0.90476,1,6,2.5238,1.2381,8.6667,5.8571,2
0,0.4,0.7,1.15,0.9,0.2,5.45,4.2,0.5
